"PATH_ROW","DATE"
"064-010","1973-09-12/1974-07-15"
"064-011","1974-06-27/1975-08-15/1977-08-19/1977-09-06"
"064-012","1974-08-02"
"064-013","1972-08-30/1975-08-15/1977-08-19/1977-09-06"
"065-008","1974-07-16/1975-09-03"
"065-009","1974-07-16/1974-08-03/1975-06-23/1975-08-16/1977-09-07"
"065-010","1972-07-26/1974-07-16/1975-08-16/1977-08-20"
"065-011","1974-09-08/1975-08-16"
"065-012","1972-07-26/1975-08-16/1977-08-20"
"065-013","1972-08-31/1974-07-16/1974-08-03/1975-08-16"
"066-008","1974-08-22"
"066-009","1972-07-27/1973-06-16/1974-07-17/1975-06-24/1975-08-17"
"066-010","1972-07-27/1974-07-17/1975-08-17/1977-07-16"
"066-011","1974-07-17/1975-06-06/1975-08-17/1977-07-16/1977-08-03"
"066-012","1972-07-27/1975-08-17/1977-06-10"
"066-013","1972-07-27/1972-09-19/1974-06-11/1977-07-16"
"066-019","1973-09-14"
"067-003","1973-07-05/1974-08-23/1977-07-17"
"067-004","1974-08-23"
"067-007","1974-07-18/1975-06-25/1975-07-13"
"067-009","1972-07-29/1974-07-18/1974-08-05/1974-08-23/1977-07-17"
"067-010","1974-07-18/1974-08-05/1974-08-23/1975-06-25/1977-07-17/1977-08-22"
"067-012","1977-07-17/1977-08-22"
"068-003","1974-08-24"
"068-007","1975-08-19"
"068-008","1973-09-16/1974-08-24/1975-07-14/1975-08-19/1977-09-10"
"068-009","1972-07-29/1974-08-24"
"068-010","1972-07-29/1973-09-16/1974-07-19/1974-08-24/1975-07-14/1977-08-05"
"068-011","1975-06-26/1975-07-14/1977-09-10"
"069-007","1975-06-27/1975-08-20/1977-07-19/1977-08-24"
"069-008","1972-09-04/1975-08-20"
"069-010","1972-09-04/1972-09-22/1973-07-07/1973-09-17/1974-08-07/1975-07-15/1975-08-20/1977-07-19/1977-08-06/1977-08-24"
"069-011","1973-09-17/1977-08-06"
"070-010","1972-07-31/1973-08-31/1973-09-18/1974-08-08"
"070-011","1973-06-20/1977-08-07"
"071-006","1973-09-01"
"071-007","1973-09-01"
"071-010","1975-08-04/1977-07-21"
"071-011","1973-09-01/1977-07-21"
"071-015","1972-09-06"
"072-011","1973-09-02"
"075-005","1972-08-23"
"075-013","1973-10-29"
"076-010","1972-09-11"
"076-017","1973-09-06"
"077-014","1974-06-22"
"078-010","1973-07-16"
"079-010","1974-07-12/1974-09-04"
"079-019","1974-10-10"
"080-010","1973-09-10/1974-07-31"
"080-019","1972-09-15"
"080-020","1973-11-03/1974-03-27"
"080-022","1973-03-14"
"081-010","1973-09-11/1974-06-26/1974-07-14/1974-09-06/1977-07-13"
"081-015","1972-08-11/1977-07-13"
"081-016","1972-08-11"
"081-021","1972-09-16"
"082-010","1972-09-17/1974-07-15/1974-08-02/1977-07-31/1977-08-01"
"082-017","1973-05-27/1977-06-25"
"083-010","1977-08-01"
"083-011","1972-07-27/1973-10-01/1977-07-14/1977-07-16"
"083-018","1972-09-18/1974-05-23/1974-06-28/1974-08-03"
"084-010","1973-09-14/1974-07-17/1974-08-04"
"084-011","1972-07-27/1974-07-17"
"084-016","1974-09-27"
"084-017","1972-09-19/1974-09-09"
"084-018","1973-08-27/1973-11-07/1974-03-31/1974-05-24/1974-08-04"
"085-010","1974-08-23"
"085-011","1977-06-29"
"085-013","1973-10-03"
"085-017","1974-08-05/1977-06-29/1977-08-22"
"085-018","1974-02-24/1974-06-30/1974-08-05"
"086-010","1974-08-24/1974-09-11/1977-07-18/1977-08-04"
"086-013","1974-07-19"
"086-014","1977-07-18"
"086-016","1977-08-24"
"086-017","1977-06-29/1977-08-24"
"087-009","1974-07-20"
"087-010","1977-07-18/1977-07-19"
"087-013","1977-07-19"
"087-016","1973-11-28"
"087-017","1973-11-28/1974-07-02/1977-06-30/1977-08-23"
"088-009","1972-08-01"
"088-010","1973-09-18/1974-07-21/1977-07-01"
"088-011","1972-09-05"
"088-013","1974-08-08"
"089-010","1972-08-01"
"089-013","1972-09-06/1977-07-03"
"089-015","1977-08-26"
"089-016","1972-08-01/1974-07-04/1977-08-26/1977-08-27"
"090-010","1974-07-23/1977-07-22"
"090-012","1974-07-23"
"090-014","1977-07-22"
"090-015","1974-07-05/1977-07-22"
"090-016","1972-08-02/1974-07-05/1974-07-23/1977-08-26"
"091-010","1977-07-23"
"091-012","1973-09-03"
"091-013","1973-09-03/1974-07-24"
"091-014","1974-10-04"
"091-015","1972-09-26/1973-10-09/1974-07-06/1974-10-04"
"091-016","1973-10-09"
"092-013","1972-08-22/1977-07-23"
"092-014","1972-08-22"
"093-013","1972-08-05"
"096-013","1974-07-11"
"097-012","1974-07-30"
"099-014","1974-07-14"
"099-015","1972-10-04"
"099-017","1972-08-29/1972-10-04"
"100-011","1974-08-20"
"101-011","1974-06-28/1974-08-03"
"104-081","1973-07-25"
"105-065","1972-08-18"
"107-018","1973-10-25"
"108-078","1972-08-03"
"109-079","1973-09-04"
"111-082","1972-08-24"
"112-010","1972-09-12"
"112-030","1973-01-16"
"115-036","1973-02-06"
"116-012","1974-08-01"
"116-036","1972-12-15/1973-01-20"
"117-011","1974-08-02"
"117-027","1973-01-21/1973-02-08"
"119-035","1973-01-23"
"120-080","1974-06-12"
"122-034","1972-10-28"
"122-054","1973-01-08"
"123-032","1973-10-06"
"127-060","1972-12-08"
"133-009","1973-07-18"
"134-010","1972-09-16"
"136-047","1973-01-04"
"138-034","1973-11-26/1974-01-01"
"138-046","1972-12-01"
"140-034","1973-01-26"
"141-030","1972-09-05"
"141-031","1972-09-05"
"142-029","1972-10-30"
"142-032","1972-11-17/1973-01-10/1974-01-05"
"142-033","1973-10-07"
"144-029","1973-10-27"
"144-030","1972-10-14"
"144-031","1973-01-30"
"146-032","1973-10-29"
"147-033","1974-01-10"
"147-034","1973-11-17"
"149-032","1973-11-01"
"150-032","1973-02-23"
"150-033","1972-10-02/1973-02-23"
"151-042","1972-12-14"
"152-033","1973-09-11"
"152-034","1973-09-11"
"153-011","1972-09-17"
"153-031","1973-01-03"
"154-031","1972-09-18"
"157-033","1972-10-09/1972-10-27"
"157-034","1973-10-22"
"159-038","1973-03-04"
"160-033","1973-02-15/1973-10-07"
"161-028","1972-09-25"
"162-028","1972-09-08"
"162-031","1972-09-26"
"162-039","1973-01-30"
"163-027","1973-10-28"
"163-040","1973-02-18"
"164-027","1972-09-10/1973-11-16"
"164-029","1972-09-10"
"164-043","1972-10-16/1973-02-19"
"165-029","1973-11-17"
"165-042","1972-11-04"
"166-009","1972-09-13"
"166-012","1973-06-27"
"166-039","1973-03-11"
"167-031","1972-10-01"
"167-039","1972-10-01"
"167-041","1972-10-01/1972-10-19/1973-06-28"
"167-042","1973-03-12"
"168-030","1973-03-13"
"168-039","1972-10-02"
"168-041","1972-09-14"
"169-026","1972-10-03"
"169-030","1972-11-26"
"169-035","1972-10-03"
"169-044","1972-10-03/1973-01-19"
"169-047","1972-10-21/1973-01-19"
"170-030","1974-05-21"
"170-042","1973-02-25"
"170-045","1972-12-15"
"170-047","1973-02-07/1973-02-25/1973-03-15"
"170-048","1972-11-27/1973-01-02/1973-02-07"
"171-038","1973-03-16"
"171-046","1973-02-08/1973-02-26/1973-03-16"
"171-047","1972-11-28/1973-02-08/1973-02-26"
"171-048","1972-10-05/1972-11-28/1972-12-16/1973-01-21/1973-02-08/1973-02-26/1973-10-18"
"172-047","1972-11-11/1973-02-27"
"172-048","1972-09-18/1972-10-06/1972-11-11/1973-01-22/1973-02-27"
"172-052","1973-01-22"
"173-031","1973-07-22"
"173-032","1972-10-25/1973-07-22/1973-10-20"
"173-047","1973-01-23/1973-02-10"
"173-048","1973-01-05/1973-01-23/1973-10-20"
"173-049","1973-01-23/1973-10-20"
"173-052","1973-01-23/1973-02-10"
"173-054","1972-10-25"
"174-029","1973-09-15"
"174-041","1973-01-24/1973-03-01"
"174-044","1973-03-19"
"174-048","1973-02-11"
"174-049","1973-01-06/1973-02-11"
"174-050","1973-01-06"
"175-028","1973-12-15"
"175-029","1973-08-11"
"175-031","1972-09-03"
"175-041","1972-09-03/1973-08-29/1973-09-16/1973-10-04/1973-10-22"
"175-048","1972-12-02/1973-01-25/1973-10-04"
"175-049","1973-01-07"
"176-029","1973-06-19"
"176-037","1972-09-04"
"176-048","1972-10-10/1973-10-05"
"176-051","1972-09-04/1973-02-13"
"176-053","1972-09-04"
"176-059","1973-01-26"
"177-044","1973-01-09"
"177-048","1972-09-05/1972-12-22/1973-01-09"
"177-049","1973-01-09"
"177-050","1973-01-09"
"177-051","1972-11-16/1973-02-14"
"178-030","1973-11-12"
"178-042","1973-01-10"
"178-043","1972-09-24"
"178-045","1973-01-10"
"178-048","1972-09-24/1972-10-30"
"179-028","1974-01-06"
"179-044","1972-11-18"
"179-045","1973-03-06/1973-03-24"
"179-046","1972-12-06/1973-02-16"
"179-050","1973-03-06"
"179-057","1972-12-24/1973-01-29"
"180-037","1973-01-12"
"180-040","1972-12-07"
"180-043","1972-09-26"
"180-045","1972-11-19/1973-01-12"
"180-050","1972-12-25/1973-01-30"
"180-052","1973-01-30"
"180-059","1972-11-19"
"181-044","1972-09-09/1972-12-08/1973-01-13"
"181-045","1972-09-09/1973-01-13"
"181-050","1972-11-02"
"182-040","1972-11-21/1972-12-27/1973-03-27"
"182-041","1972-12-27"
"182-042","1973-03-27/1973-10-11"
"182-043","1972-09-28/1972-12-27"
"182-044","1972-09-10/1973-02-01"
"182-048","1972-09-28/1972-12-09/1973-02-19"
"182-049","1973-02-19"
"182-050","1972-12-09"
"182-058","1972-12-27"
"183-037","1972-11-22/1975-10-20/1976-01-18/1976-02-05"
"183-038","1972-11-22/1975-10-20/1975-11-25/1975-12-31/1976-01-18/1976-02-05/1976-05-23"
"183-039","1975-12-31"
"183-042","1972-09-29/1973-06-08"
"183-047","1972-11-22"
"184-037","1975-11-08"
"184-038","1972-11-23/1973-02-21/1973-03-11/1975-11-08/1976-01-01/1976-01-19/1976-02-06/1976-07-17"
"184-039","1973-03-11/1976-01-19"
"184-040","1972-12-11/1975-11-08/1975-11-26/1976-01-01"
"184-041","1972-12-29/1973-02-21/1973-03-11/1975-10-21/1975-11-08/1975-12-14/1976-01-01/1976-02-06/1976-07-17"
"184-042","1973-02-21/1973-03-11"
"184-043","1972-12-29/1973-02-21/1973-03-11/1973-07-15"
"185-036","1975-11-09"
"185-037","1973-11-19/1975-10-04/1975-10-22/1975-11-09/1976-07-18/1976-10-16"
"185-038","1975-11-09/1976-01-02"
"185-039","1972-09-13/1975-10-04/1975-10-22/1975-11-09/1975-12-15/1976-07-18/1976-10-16"
"185-040","1972-12-30/1975-05-13/1975-10-04/1975-10-22/1975-11-09/1976-01-02/1976-05-07"
"185-042","1976-05-07"
"185-043","1972-09-13"
"185-044","1973-02-04/1973-10-14"
"185-045","1972-12-12/1973-02-22"
"185-047","1972-11-24"
"186-037","1972-09-14/1972-10-02/1975-05-14/1975-10-05/1975-10-23/1975-11-10/1975-11-28/1975-12-16/1976-01-21/1976-02-08/1976-05-08/1976-10-17"
"186-038","1972-10-02/1975-10-05/1975-11-28/1976-01-21/1976-10-17"
"186-039","1972-09-14/1975-05-14/1975-11-28"
"186-042","1972-10-02/1973-02-23/1973-10-15/1976-10-17"
"186-043","1975-07-07/1975-11-10/1976-07-19"
"186-044","1972-09-14/1972-12-13/1973-02-05/1975-05-14/1975-10-23/1975-11-10"
"187-038","1973-01-19"
"187-039","1976-01-22"
"187-040","1975-10-24"
"187-042","1972-10-03/1973-02-06/1975-11-11/1976-01-04/1976-01-22/1976-02-09"
"187-043","1973-02-06/1976-10-18"
"187-044","1972-12-14/1973-02-24/1973-09-28"
"187-046","1972-10-03/1973-01-19"
"188-039","1972-10-22/1972-12-15/1975-10-25/1975-11-12/1976-10-19"
"188-040","1976-01-23"
"188-042","1972-11-09/1973-10-17/1975-11-12"
"188-043","1973-10-17/1976-01-23"
"188-044","1972-10-04"
"188-047","1972-11-09"
"189-011","1973-07-20"
"189-039","1975-11-13/1975-12-01/1975-12-19"
"189-040","1972-11-10/1976-02-11"
"189-041","1975-12-01"
"189-042","1975-04-29/1975-11-13/1975-12-01/1976-01-06/1976-02-11/1976-07-22"
"189-043","1976-02-11"
"189-044","1973-05-09/1975-12-01"
"189-045","1972-11-10/1975-11-13/1975-12-01/1976-02-11"
"189-046","1972-11-10"
"189-047","1973-02-08"
"189-048","1972-10-05"
"189-052","1972-11-10"
"189-074","1973-09-12"
"190-011","1973-07-21"
"190-036","1972-10-06/1973-01-04/1975-12-02/1976-01-07"
"190-039","1972-12-17"
"190-042","1973-01-22/1973-02-09/1975-11-14/1975-12-20/1976-01-07/1976-02-12/1976-05-12"
"190-043","1973-02-09/1975-10-09/1975-11-14/1976-01-07"
"190-044","1976-02-12"
"190-045","1972-11-11/1973-01-22/1975-10-09/1975-11-14/1976-01-07/1976-02-12/1976-05-30/1976-06-17/1976-07-23"
"190-046","1972-11-11/1973-02-09/1976-05-12"
"190-047","1972-11-11/1973-01-04/1973-01-22"
"190-048","1973-01-04/1973-02-09"
"190-049","1973-01-22"
"191-040","1972-09-19/1975-10-10/1975-10-28/1975-11-15/1976-01-08/1976-02-13"
"191-041","1972-11-12/1972-12-18/1975-10-10/1975-10-28"
"191-042","1972-11-12/1973-06-16/1975-06-24/1975-07-12/1975-10-28/1975-11-15/1975-12-21/1976-01-08/1976-09-16"
"191-043","1975-10-10/1975-10-28/1975-11-15/1975-12-21/1976-01-08/1976-02-13/1976-05-13"
"191-044","1972-11-12/1972-12-18/1975-10-10/1975-10-28/1975-11-15/1975-12-21/1976-01-08/1976-02-13"
"191-045","1976-01-08"
"191-049","1973-05-11"
"191-050","1972-11-12/1972-12-18/1973-02-10"
"192-011","1973-07-23"
"192-043","1973-01-06/1973-02-11/1973-05-30/1973-10-03/1975-07-13/1976-01-09"
"192-044","1972-12-01/1973-01-06"
"192-045","1972-12-01/1975-10-11/1975-11-16"
"192-046","1972-12-19/1973-01-06/1975-05-02/1976-01-27"
"192-047","1972-12-19/1973-02-11/1973-11-08/1973-11-26/1973-12-14"
"192-048","1972-09-20"
"192-073","1972-12-19"
"193-039","1973-01-07/1973-02-12"
"193-042","1972-09-03/1973-01-07/1973-01-25/1973-02-12/1973-03-02/1975-05-03/1975-05-21/1975-10-12/1975-10-30/1975-11-17/1976-01-28/1976-02-15/1976-05-15"
"193-043","1972-09-03/1975-05-21/1975-06-08/1975-10-12/1975-11-17/1976-01-10/1976-02-15"
"193-044","1973-01-07/1975-10-12/1975-10-30/1975-11-17/1976-01-28"
"193-045","1973-02-12/1975-11-17"
"193-046","1973-01-07/1973-02-12/1975-10-12/1976-01-28/1976-02-15"
"193-047","1972-09-03/1973-02-12/1973-03-02"
"193-048","1972-11-14/1973-01-25/1973-03-02"
"194-013","1972-10-28"
"194-035","1975-05-22/1975-10-13"
"194-036","1975-05-04/1975-10-13"
"194-039","1976-01-29/1976-05-16"
"194-042","1972-09-22/1972-11-15/1973-01-08/1973-01-26/1975-11-18/1975-12-24/1976-01-11/1976-02-16"
"194-043","1972-09-22/1973-01-08/1973-02-13/1975-05-04/1975-05-22/1975-11-18/1975-12-24/1976-01-11/1976-01-29/1976-02-16"
"194-044","1972-11-15/1975-11-18/1975-12-24/1976-01-29/1976-02-16"
"194-045","1975-05-22/1975-10-13/1975-12-24/1976-01-29/1976-02-16"
"194-046","1972-11-15/1975-10-13/1975-12-24/1976-01-29"
"194-047","1972-09-22"
"194-048","1973-02-13"
"195-034","1975-07-16/1975-10-14/1976-05-17"
"195-038","1975-05-23/1975-07-16/1975-11-19"
"195-039","1975-07-16/1975-10-14/1976-01-30"
"195-042","1972-11-16/1975-05-05/1975-05-23/1975-06-10/1975-07-16/1975-10-14/1975-11-01/1975-11-19/1975-12-25/1976-01-30/1976-02-17/1976-06-04/1976-07-10/1976-09-20"
"195-043","1973-11-11/1975-10-14/1975-11-19/1975-12-25/1976-01-12/1976-02-17/1976-09-20"
"195-044","1973-01-27/1975-10-14/1975-11-01/1975-11-19/1975-12-25/1976-02-17"
"195-045","1975-10-14/1975-11-19/1975-12-25/1976-01-12"
"195-046","1975-11-19/1975-12-25"
"195-048","1973-01-27"
"196-036","1975-05-24/1975-06-11"
"196-037","1972-08-01/1972-09-06/1972-09-24/1975-06-29/1975-10-15/1975-12-26"
"196-038","1975-11-02"
"196-039","1972-10-30/1975-11-02"
"196-043","1972-09-24/1972-10-30/1975-11-02/1975-12-26/1976-01-13"
"196-044","1972-10-30/1975-11-02/1975-12-26"
"196-045","1975-12-26/1976-02-18"
"196-046","1972-10-30/1975-12-26"
"196-051","1973-01-28"
"197-037","1972-09-07/1973-02-16/1975-10-16"
"197-040","1975-11-21"
"197-041","1975-11-21"
"197-043","1972-10-31/1973-01-29/1973-02-16/1975-10-16"
"197-044","1973-03-24/1976-02-01/1976-02-19"
"197-050","1972-09-25/1972-10-31/1973-01-29/1973-02-16"
"197-051","1973-01-29"
"198-037","1972-09-08"
"198-041","1972-09-26/1973-01-30/1973-02-17/1975-07-19/1975-09-29/1975-12-28/1976-02-02/1976-02-20/1976-06-25"
"198-042","1972-09-26/1973-01-30/1973-02-17/1975-10-17/1975-12-28/1976-01-15/1976-02-02/1976-02-20"
"198-043","1973-02-17/1975-09-29/1975-10-17/1975-12-28"
"198-044","1972-09-26/1973-01-30/1973-02-17/1973-03-07/1975-10-17/1975-12-28/1976-02-02"
"198-046","1973-01-30/1973-02-17/1976-02-02"
"198-047","1972-09-26"
"199-012","1972-09-09"
"199-040","1975-10-18/1975-11-05/1976-01-16/1976-02-21"
"199-041","1972-09-27/1973-01-31/1975-04-21/1975-05-27/1975-06-14/1975-07-02/1975-11-05/1975-11-23/1975-12-11/1975-12-29/1976-01-16/1976-06-26"
"199-042","1973-01-31/1973-10-10/1975-04-21/1975-05-09/1975-07-02/1975-11-05/1975-12-29/1976-01-16/1976-05-21"
"199-044","1976-06-26"
"199-045","1973-03-26/1975-10-18/1975-11-23/1975-12-11/1976-01-16/1976-02-03/1976-02-21/1976-05-21"
"199-046","1973-03-08/1973-03-26/1975-04-21/1975-11-05/1975-11-23/1975-12-11/1975-12-29/1976-01-16/1976-02-03/1976-02-21"
"200-033","1975-07-21"
"200-039","1973-02-01/1975-11-06"
"200-040","1975-05-28/1975-06-15/1975-11-06/1976-05-22"
"200-041","1972-09-28/1973-02-01/1975-10-19/1976-01-17/1976-02-22"
"200-042","1972-09-28/1975-04-22/1975-07-03/1975-11-06/1975-12-30/1976-01-17/1976-02-04/1976-02-22/1976-05-22"
"200-043","1975-04-22/1975-10-19"
"200-044","1975-10-19/1976-01-17"
"200-045","1975-11-06/1976-02-22"
"200-046","1973-02-01/1975-04-22/1975-05-10/1975-06-15/1975-10-19/1975-11-06/1975-12-30/1976-01-17/1976-02-22/1976-05-22"
"201-038","1972-11-04/1975-10-20/1975-11-25/1976-01-18"
"201-039","1972-11-04/1973-02-02/1975-11-25"
"201-040","1975-04-23/1975-11-25/1976-05-05"
"201-041","1973-01-15/1975-11-25/1976-01-18"
"201-042","1973-02-02/1973-03-28/1973-06-08/1975-07-04/1975-10-02/1975-10-20/1975-11-25/1976-01-18"
"201-044","1973-02-02"
"201-045","1973-02-02"
"201-046","1973-03-10/1973-06-08/1975-10-02/1976-02-05"
"202-011","1972-09-13"
"202-037","1972-11-05/1975-11-08/1975-12-14"
"202-038","1972-11-05/1975-10-21/1975-11-08/1976-01-01"
"202-039","1972-11-05/1975-10-21/1975-11-08/1975-12-14/1976-01-19/1976-02-06"
"202-040","1972-11-05/1975-11-08/1975-12-14/1976-01-19"
"202-041","1972-11-05/1975-04-24/1975-07-05/1975-11-08/1976-01-19"
"202-044","1975-10-21"
"202-045","1973-02-03/1975-10-21/1975-11-08/1975-12-14"
"202-047","1972-11-05/1973-03-11/1975-10-21/1975-11-08/1975-12-14/1976-01-19"
"202-048","1973-02-21"
"203-033","1975-12-15"
"203-035","1975-10-22"
"203-037","1972-08-08/1972-11-06/1975-10-22/1975-11-09/1975-12-15/1976-01-02"
"203-038","1972-10-01/1972-11-06/1975-10-22/1975-11-09/1976-01-02"
"203-039","1972-10-01/1975-10-22/1975-11-09/1976-01-02"
"203-040","1972-10-01/1972-11-06/1973-02-04/1975-10-04/1975-10-22/1975-11-09/1975-12-15/1976-01-02/1976-01-20/1976-10-16"
"203-042","1972-10-01"
"203-043","1972-10-01/1972-11-06/1975-11-09"
"203-044","1972-08-08/1975-05-13/1975-10-22"
"203-045","1972-11-06/1973-02-04/1976-01-20/1976-10-16"
"203-046","1972-10-01/1972-11-06/1975-06-18/1975-10-22/1975-11-09/1975-12-15/1976-01-20/1976-05-07"
"203-047","1972-10-01/1972-11-06/1975-10-22/1976-05-25"
"203-048","1972-11-06"
"204-027","1976-04-20"
"204-029","1975-04-26"
"204-030","1975-10-05"
"204-038","1972-11-07/1975-10-05/1976-10-17"
"204-039","1972-10-02/1972-11-07/1976-02-08"
"204-040","1975-12-16/1976-02-08"
"204-042","1975-12-16/1976-02-08/1976-10-17"
"204-043","1972-10-02/1975-12-16/1976-02-08"
"204-044","1975-10-05"
"204-046","1975-10-05"
"204-047","1975-04-26/1975-10-05/1975-12-16"
"205-018","1976-05-09"
"205-037","1975-10-24/1975-11-29/1976-01-04/1976-10-18"
"205-039","1972-11-08/1976-02-09"
"205-042","1976-10-18"
"205-044","1972-11-08/1976-02-09"
"205-045","1976-01-04/1976-01-22/1976-02-09"
"205-046","1975-04-27/1976-01-22/1976-02-09"
"205-048","1974-01-14"
"206-018","1973-03-15/1976-04-04/1976-05-10"
"206-019","1976-05-10"
"206-020","1975-04-28"
"206-036","1975-04-28"
"206-037","1972-11-09/1975-11-30/1976-05-10"
"206-038","1972-08-29"
"206-039","1976-01-23"
"206-040","1973-02-07/1975-10-25/1975-11-30/1976-01-23/1976-02-10/1976-10-19"
"206-044","1975-11-30"
"206-045","1972-08-11/1972-08-29/1973-03-15/1975-04-28/1975-10-25/1975-11-30"
"207-018","1975-04-29"
"207-031","1972-08-12/1975-04-29/1975-06-22/1975-10-08/1976-07-22"
"207-036","1975-10-26/1976-01-06"
"207-037","1972-11-10/1975-10-08/1975-12-01"
"207-038","1975-10-26"
"207-039","1973-01-21/1975-11-13/1976-01-06"
"207-040","1975-04-29/1975-10-08/1975-10-26/1975-11-13/1975-12-01/1976-01-06"
"207-041","1975-10-26"
"207-043","1975-11-13"
"207-044","1975-10-26"
"207-045","1975-10-26/1975-11-13/1975-12-01/1975-12-19"
"207-046","1972-11-10/1973-11-05/1973-12-29/1974-02-03/1975-11-13"
"207-047","1972-08-12"
"208-036","1972-11-11/1975-10-09/1975-10-27"
"208-039","1972-11-11/1975-10-27"
"208-040","1972-08-13/1972-11-11/1973-01-22/1973-10-01/1975-10-09/1975-10-27/1975-11-14/1976-05-12/1976-06-17"
"208-041","1972-11-11/1973-01-22/1975-04-30/1975-10-09/1976-02-12"
"208-042","1976-01-07"
"208-044","1975-11-14"
"208-046","1976-01-07"
"209-036","1975-12-21"
"209-038","1972-11-12/1975-10-10/1975-10-28/1975-12-21/1976-01-08"
"209-039","1975-10-10/1975-11-15/1976-02-13"
"209-040","1972-11-12/1973-10-02/1975-07-12/1975-10-28/1975-12-21/1976-01-08"
"209-041","1973-10-02/1975-10-10/1975-11-15"
"209-042","1975-11-15"
"209-043","1972-11-12/1975-10-28/1975-11-15"
"210-038","1972-11-13/1975-10-29/1976-01-09"
"210-039","1975-10-29/1976-01-09"
"210-040","1972-11-13/1975-05-02/1975-10-29/1976-03-21"
"210-041","1972-08-15/1972-11-13/1975-10-29/1976-01-09/1976-01-27/1976-02-14"
"210-042","1976-02-14"
"210-045","1975-10-29/1976-01-09"
"211-033","1975-07-14"
"211-037","1975-10-12/1976-01-28"
"211-038","1972-11-14/1973-01-25/1975-12-23/1976-01-28"
"211-039","1973-01-25"
"211-044","1973-12-15"
"212-019","1972-09-04"
"212-031","1975-05-04"
"212-039","1972-11-15/1976-01-11/1976-01-29/1976-02-16"
"212-040","1975-10-13/1976-01-29"
"212-043","1976-04-10"
"213-035","1972-09-23/1972-11-16/1975-10-14/1975-12-25/1976-01-12"
"213-036","1976-01-12"
"213-037","1972-09-23"
"213-039","1975-11-19/1976-02-17"
"213-040","1976-01-12"
"213-041","1972-11-16/1975-10-14/1975-11-19"
"214-036","1976-01-31"
"214-039","1976-09-21"
"214-040","1976-02-18"
"214-041","1976-01-31"
"215-030","1975-05-25"
"215-036","1975-10-16/1976-02-01"
"215-037","1972-09-25/1975-10-16"
"215-039","1975-10-16/1975-11-03/1975-11-21/1976-01-14"
"215-040","1975-11-21/1975-12-27/1976-02-01"
"215-047","1972-09-25"
"216-040","1974-01-25/1975-11-04/1975-12-28"
"216-041","1975-11-04/1975-12-28/1976-01-15/1976-02-02"
"216-042","1975-10-17/1975-11-04/1976-01-15/1976-02-20"
"216-048","1973-04-12/1974-01-07"
"217-015","1976-06-26"
"217-038","1975-10-18/1975-11-05"
"217-039","1975-04-21/1975-11-05/1976-03-28"
"217-040","1975-09-30/1975-10-18/1975-11-05/1975-11-23"
"217-041","1975-09-30/1975-11-05/1975-11-23/1975-12-11"
"218-015","1974-05-15"
"218-023","1975-10-01"
"218-038","1975-11-06/1976-02-22"
"218-039","1973-03-27"
"218-040","1973-09-05"
"218-043","1972-11-03"
"219-037","1973-02-20"
"219-038","1972-08-06/1975-04-23"
"219-040","1973-02-20/1975-11-25"
"219-043","1972-08-06/1972-09-29/1972-12-10/1973-03-10"
"220-042","1972-09-30/1972-11-05/1973-02-21"
"220-047","1973-02-21"
"221-040","1972-11-06"
"221-042","1972-11-06/1972-11-24/1972-12-12/1973-02-22"
"224-024","1975-11-30"
"225-048","1972-08-12"
"237-014","1973-08-19"
"245-090","1973-03-18"
"245-091","1973-03-18"
"246-090","1973-03-01"
"247-090","1973-03-20"
"249-072","1972-07-31"
